level	group	n_lines	n_spec_fdr05	n_spec_fdr10	n_spec_fdr25	top15_identity	genes
line	PF382	1	9425	10652	12683	0	TCF7:60;LEF1:237;MYB:379;TAL1:1370;RUNX1:5000;TLX3:10947;LMO2:18554;TLX1:29839
line	NALM6	1	5456	5953	7025	0	
line	SKUT1	1	3189	3994	6070	0	
line	HEC1B	1	2766	3405	4974	0	
line	RKO	1	2131	2568	3810	0	CDX2:622;KLF5:1603;HNF4A:3341;TCF7L2:12302;VDR:14156;CDX1:19625;ASCL2:23816
line	LOVO	1	5405	6222	7871	0	CDX2:46;HNF4A:84;KLF5:176;CDX1:518;ASCL2:521;TCF7L2:2063;VDR:6850
line	SUPT1	1	3115	3871	5591	0	LEF1:182;TCF7:626;MYB:2461;TLX1:3065;TLX3:9546;RUNX1:10060;TAL1:11560;LMO2:26635
line	22RV1	1	3609	4332	5821	0	
line	LS180	1	4793	5711	7646	0	CDX2:17;ASCL2:40;HNF4A:110;KLF5:291;CDX1:696;VDR:806;TCF7L2:3321
line	SW48	1	4373	5375	7529	1	CDX2:11;HNF4A:68;KLF5:282;TCF7L2:4438;VDR:5472;ASCL2:8631;CDX1:18672
line	REH	1	5373	5919	7078	0	
line	IGROV1	1	3179	3732	4930	0	
line	KM12	1	3232	3802	5267	0	HNF4A:89;TCF7L2:147;KLF5:175;CDX1:1822;CDX2:2306;ASCL2:8210;VDR:13817
line	HCT116	1	3939	4734	6640	0	KLF5:311;TCF7L2:735;CDX2:844;ASCL2:1376;HNF4A:6214;CDX1:11517;VDR:13978
line	HCC2450	1	3644	4381	5951	0	
line	HUCCT1	1	6326	7195	8942	0	
line	DU145	1	3563	4296	6000	0	
line	DND41	1	5000	5715	7242	0	MYB:182;RUNX1:268;LEF1:734;TCF7:2042;TAL1:4035;TLX1:7139;TLX3:7667;LMO2:18833
line	HT115	1	6304	7388	9706	0	HNF4A:48;CDX2:282;VDR:401;TCF7L2:589;CDX1:1597;ASCL2:1942;KLF5:2506
line	JURKAT	1	3919	4520	6034	0	TAL1:166;RUNX1:293;TCF7:310;LEF1:322;MYB:341;TLX3:10064;TLX1:13920;LMO2:18488
line	HCT15	1	2409	3038	4592	0	CDX2:81;HNF4A:148;ASCL2:193;KLF5:236;VDR:2529;CDX1:3935;TCF7L2:6867
line	143B	1	5401	6210	7797	0	
line	BT16	1	3657	4590	6622	0	
line	CHLA10	1	4735	5561	7465	0	
line	D425	1	3693	4369	5978	0	
line	DLD1	1	4274	5035	6532	0	CDX2:47;ASCL2:95;HNF4A:522;KLF5:838;TCF7L2:1131;VDR:1437;CDX1:1940
line	FEPD	1	5487	6310	8182	0	
line	KOPN8	1	5591	6113	7237	0	
line	MAC2A	1	3764	4255	5432	0	
line	OVCAR5	1	5985	6815	8483	0	GATA6:98;PAX8:259;MECOM:305;WT1:8463;SOX17:9883
line	SHSY5Y	1	4292	4899	6271	0	
line	SKMEL2	1	5804	6414	7671	0	
line	SMSCTR	1	5204	6004	7728	0	
line	SUMB002	1	4418	5265	6989	0	
line	TC32	1	4042	4802	6504	0	
line	TTC1240	1	2639	3289	4787	0	
line	UPCISCC090	1	4790	5542	7118	0	
line	UPCISCC152	1	3956	4678	6202	0	
line	BIN67	1	2163	2824	4717	0	SOX17:24;WT1:957;MECOM:7121;GATA6:11767;PAX8:19233
line	TC106	1	3255	3949	5573	0	
line	NB1643	1	5091	5911	7628	0	
line	PLCPRF5	1	4319	5109	6923	0	
line	C33A	1	4941	6164	8385	0	
line	CHP134	1	2139	2839	4415	0	
line	GIMEN	1	3459	4241	6051	0	
line	NGP	1	4166	4950	6719	0	
line	SUM44PE	1	4706	5390	6801	0	ESR1:71;TFAP2C:180;FOXA1:238;SPDEF:352;GRHL2:533;XBP1:1726;GATA3:5929
line	WERIRB1	1	4819	5630	7194	0	
line	921	1	5341	6209	7964	0	
line	BJAB	1	5778	6374	7645	0	
line	HUO9	1	5713	6510	8148	0	
line	MOLM14	1	5122	5971	7827	1	CEBPA:14;IRF8:24;SPI1:209;MEF2C:382;RUNX1:616;MYB:788
line	NCCIT	1	4442	5245	6998	0	
line	RAMOS	1	4180	4724	5963	0	
line	SKNO1	1	4480	5334	7019	0	SPI1:53;MYB:101;RUNX1:192;MEF2C:609;CEBPA:3910;IRF8:4084
line	SUCCS1	1	5487	6079	7417	0	
line	VAL	1	4000	4449	5554	0	
line	CCRFHSB2DM	1	4256	5026	6549	0	MYB:18;LEF1:268;RUNX1:408;TAL1:2308;TCF7:2487;TLX1:3373;LMO2:9822;TLX3:12223
line	RH4	1	6722	7437	8908	0	
line	LPS141	1	4698	5437	7061	0	
line	BC1	1	3941	4826	6620	0	
line	BC3	1	3748	4605	6641	0	
line	NTERA2CLD1	1	5963	6622	8047	0	
line	HAP1	1	2730	3276	4698	0	GATA1:1278;TAL1:1378;GATA2:1425;MYB:2308;KLF1:6772
line	MAVER1	1	5739	6342	7678	0	
line	Z138	1	5695	6477	8057	0	
line	SNU1750	1	5090	5804	7371	0	
line	KASUMI3	1	3674	4341	5699	0	RUNX1:254;SPI1:816;MEF2C:991;IRF8:6105;CEBPA:14218;MYB:16956
line	CHRF28811	1	3048	3581	4980	0	RUNX1:138;SPI1:457;MEF2C:715;MYB:1149;CEBPA:1257;IRF8:12144
